ce_askprice,ce_askqty,ce_bidprice,ce_bidqty,ce_chng_in_oi,ce_iv,ce_ltp,ce_net_chng,ce_oi,ce_volume,pe_askprice,pe_askqty,pe_bidprice,pe_bidqty,pe_chng_in_oi,pe_iv,pe_ltp,pe_net_chng,pe_oi,pe_volume,spot_price,strike_price,time
129.80,75,128.70,150,44325,87.74,129.60,5.85,820425,10691,238.20,150,236.25,150,54975,119.01,237.00,-135.95,688125,5506,8455,8500,0920
129.30,75,128.60,75,44325,84.78,128.90,5.15,820425,8794,246.25,150,244.20,75,54975,122.90,244.40,-128.55,688125,4833,8439,8500,0921
121.75,225,120.90,75,112800,89.82,121.90,-1.85,888900,14215,236.10,75,233.55,75,85425,110.48,235.50,-137.45,718575,6832,8437,8500,0924
115.40,75,114.80,75,197625,84.56,114.90,-8.85,973725,19206,232.70,75,231.55,150,113475,109.24,231.35,-141.60,746625,8843,8427,8500,0927
94.00,150,93.40,150,276600,82.23,93.95,-29.80,1052700,26756,252.00,150,250.40,75,132225,107.37,250.20,-122.75,765375,10937,8371,8500,0930
97.55,300,96.65,150,276600,84.57,97.55,-26.20,1052700,29742,246.95,75,245.35,75,132225,100.84,245.65,-127.30,765375,11705,8370,8500,0933
87.40,3450,87.05,75,307425,82.75,87.40,-36.35,1083525,35873,255.35,75,254.50,75,134925,104.02,255.00,-117.95,768075,13057,8362,8500,0936
94.25,150,93.80,450,432600,79.20,93.80,-29.95,1208700,42390,242.25,300,240.65,300,143100,104.32,241.75,-131.20,776250,14443,8392,8500,0939
97.40,75,97.15,75,432600,79.48,97.25,-26.50,1208700,45684,235.10,150,233.35,75,143100,105.68,234.30,-138.65,776250,15125,8402,8500,0942
106.45,75,106.00,225,433200,77.82,106.80,-16.95,1209300,50752,217.75,150,216.05,375,140250,104.83,216.45,-156.50,773400,16780,8431,8500,0945
113.00,375,112.60,150,412125,75.97,113.20,-10.55,1188225,58231,204.70,150,203.70,75,128550,101.97,204.45,-168.50,761700,18519,8448,8500,0948
113.15,75,112.65,75,412125,77.44,112.15,-11.60,1188225,60677,206.75,150,205.40,225,128550,100.98,206.00,-166.95,761700,18974,8445,8500,0951
121.40,150,121.00,75,394575,80.02,121.30,-2.45,1170675,67261,201.65,75,200.75,75,131325,101.41,200.70,-172.25,764475,20915,8450,8500,0954
124.10,225,123.65,5250,394575,80.17,123.70,-0.05,1170675,69551,199.20,525,197.70,75,131325,101.01,197.50,-175.45,764475,21564,8459,8500,0958
121.00,1500,120.55,75,388050,81.47,121.00,-2.75,1164150,75728,199.40,300,198.55,75,156000,96.55,199.35,-173.60,789150,23731,8442,8500,1001
106.20,2100,105.95,75,426675,83.63,106.50,-17.25,1202775,79711,217.70,450,216.95,150,162750,94.96,217.65,-155.30,795900,25123,8419,8500,1004
107.50,75,107.00,150,426675,83.63,107.45,-16.30,1202775,82034,212.85,150,212.00,600,162750,94.96,211.40,-161.55,795900,25751,8423,8500,1007
110.65,225,110.10,75,437325,83.63,110.60,-13.15,1213425,84971,204.25,75,202.85,375,163125,94.96,202.95,-170.00,796275,26889,8432,8500,1010
107.80,225,107.30,75,410850,79.43,107.60,-16.15,1186950,87761,206.00,450,205.10,225,166875,97.09,206.00,-166.95,800025,27920,8427,8500,1012
107.10,75,106.75,75,414225,79.43,107.10,-16.65,1190325,90633,208.40,150,206.95,300,163950,97.09,206.85,-166.10,797100,28789,8419,8500,1016
116.90,75,116.35,75,414225,79.43,116.85,-6.90,1190325,91940,195.25,150,194.10,75,163950,97.09,195.20,-177.75,797100,29258,8444,8500,1019
116.25,75,115.70,150,431625,79.88,115.50,-8.25,1207725,98296,189.95,450,188.70,150,207225,91.86,189.05,-183.90,840375,32836,8451,8500,1022
123.50,75,123.10,75,431625,79.88,123.55,-0.20,1207725,99569,181.60,75,181.00,600,207225,91.86,181.65,-191.30,840375,33437,8457,8500,1025
141.40,75,140.85,75,414000,79.88,141.00,17.25,1190100,104865,167.65,75,166.40,75,217275,91.86,166.55,-206.40,850425,35493,8484,8500,1027
132.35,75,132.00,75,416850,79.88,132.10,8.35,1192950,109931,170.85,75,170.25,75,237450,91.86,169.60,-203.35,870600,37343,8474,8500,1031
146.95,75,146.55,75,419175,81.26,146.80,23.05,1195275,114950,162.25,450,161.35,75,270300,89.28,161.85,-211.10,903450,39335,8493,8500,1034
161.45,75,160.65,150,376125,81.26,160.65,36.90,1152225,124756,172.75,75,171.55,75,289650,89.28,171.35,-201.60,922800,42371,8490,8500,1037
169.70,300,168.70,150,358050,81.26,168.70,44.95,1134150,131028,175.60,225,174.65,75,285525,89.28,175.75,-197.20,918675,44247,8498,8500,1039
175.10,75,174.15,300,314250,94.13,174.65,50.90,1090350,134865,174.00,75,173.70,150,296475,97.13,174.00,-198.95,929625,45824,8501,8500,1042
170.35,450,169.60,75,315300,94.13,170.00,46.25,1091400,137026,171.70,450,170.60,75,313800,97.13,171.95,-201.00,946950,46781,8496,8500,1045
151.95,150,151.30,75,318000,94.13,151.65,27.90,1094100,140702,184.45,375,183.55,75,332700,97.13,184.50,-188.45,965850,48282,8472,8500,1048
145.25,75,144.65,75,321825,88.21,145.10,21.35,1097925,144930,185.20,600,183.90,375,331125,96.40,184.95,-188.00,964275,50101,8467,8500,1051
